#OK
#COLUMN 2 name=dwmaxCirVel JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=dwarfBHMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=mwBHMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=mw28drCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 6 name=mwhalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 7 name=dwarfhalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 8 name=mwRedShift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dwRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=mwponeRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=mwptworedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=mwpthreeRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=mwpfourredshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=mwpfiveRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=mwpsixRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=dwarfponeRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=dwarfptworedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=dwarfpthreeRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=dwarfpfourredshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=dwarfpfiveRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=dwarfpsixRedshift JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=mwDarkMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=dwarfDarkMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=dwarfStellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=halogroupMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=haloVirialMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=haloVirialRadius JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 28 name=mwponedrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 29 name=mwptwodrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 30 name=mwpthreedrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 31 name=mwpfourdrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 32 name=mwpfivedrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 33 name=mwpsixdrCOM JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 34 name=dwarfponehalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 35 name=dwarfptwohalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 36 name=dwarfpthreehalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 37 name=dwarfpfourhalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 38 name=dwarfpfivehalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 39 name=dwarfpsixhalo28COP JDBC_TYPE=8 JDBC_TYPENAME=float
mwMaxCirVel,dwmaxCirVel,dwarfBHMass,mwBHMass,mw28drCOM,mwhalo28COP,dwarfhalo28COP,mwRedShift,dwRedshift,mwponeRedshift,mwptworedshift,mwpthreeRedshift,mwpfourredshift,mwpfiveRedshift,mwpsixRedshift,dwarfponeRedshift,dwarfptworedshift,dwarfpthreeRedshift,dwarfpfourredshift,dwarfpfiveRedshift,dwarfpsixRedshift,mwDarkMass,dwarfDarkMass,dwarfStellarMass,halogroupMass,haloVirialMass,haloVirialRadius,mwponedrCOM,mwptwodrCOM,mwpthreedrCOM,mwpfourdrCOM,mwpfivedrCOM,mwpsixdrCOM,dwarfponehalo28COP,dwarfptwohalo28COP,dwarfpthreehalo28COP,dwarfpfourhalo28COP,dwarfpfivehalo28COP,dwarfpsixhalo28COP
151.37704,93.035706,3615906.0,9047182.0,9970.027640591608,0.0,9968.261090053202,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.1253747E11,9.733827E10,1.94222438E9,9.5438799E11,6.4367585E11,181.98833,9963.460046436012,9956.798794922011,9956.234289498956,9973.581890463087,9972.970376550045,9966.884324939456,9951.792139296085,9942.760698874554,9934.674957153751,9909.947321885265,9879.062445372925,9847.607917752423
170.58165,106.0204,1807953.0,2.6417342E7,9952.99604432426,0.0,0.06568850778719182,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,8.2431161E11,1.49080719E11,3.20792755E9,1.30370096E12,6.3679103E11,181.34174,9948.32185746712,9947.33043165943,9949.961310179744,9953.229595638637,0.1049066644866068,0.02811469508093195,0.21780216933107344,0.38675916934141075,0.5989774342713226,1.544137606793825,2.9446993087323143,5.853388709155993
209.6247,101.08422,3704725.2,5.9439076E7,9745.056583203183,0.2630811870776597,9769.083502129597,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,8.3886381E11,7.6028551E10,2.14107213E9,7.7231615E13,4.8542761E13,768.8824,9683.264009762202,9644.64941458064,9605.65442294788,9496.252211263905,18893.560472760466,18826.282464234508,9761.377670763766,9762.200040159047,9756.146730495733,9672.889228935917,9530.905808661524,9438.700915749208
209.6247,101.35785,3628559.8,5.9439076E7,9680.72950217851,0.2630811870776597,9704.2462745728,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,8.3886381E11,9.9994706E10,2.23784422E9,7.7231615E13,4.8542761E13,768.8824,9620.046590438353,9582.055176843365,9543.65545747673,9435.804965319006,18719.952765753143,18653.287641687668,9748.2071911017,4.852983895301861,5.7273270321730365,8.717837813595509,9787.044591514921,9746.107650486045
186.24419,85.56838,7261622.0,1.2693126E7,9653.9460581491,1.202393368948833,9850.920609159992,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,6.6113431E11,6.0690989E10,1.79009894E9,2.59097216E13,1.37590599E13,505.0768,9476.320559821397,9369.475524187685,9288.022528358517,9164.686085553723,9051.405537709768,8909.854336704942,0.3193825957860099,1.770817940836423,4.885412822492071,28.39253655351058,49.126265413549845,74.39388885971857
152.57751,101.08422,3704725.2,9047335.0,9537.537440912538,2.982293296376156,9769.083502129597,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.45637204E11,7.6028551E10,2.14107213E9,7.7231615E13,4.8542761E13,768.8824,9447.166042803416,9386.362679319298,9328.430615811756,9164.457316523962,9055.242813118999,18326.558188299998,9761.377670763766,9762.200040159047,9756.146730495733,9672.889228935917,9530.905808661524,9438.700915749208
152.57751,101.35785,3628559.8,9047335.0,9474.026887919334,2.982293296376156,9704.2462745728,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.45637204E11,9.9994706E10,2.23784422E9,7.7231615E13,4.8542761E13,768.8824,9384.605752699226,9324.439082850036,9267.080738097637,9104.642016449408,8996.460099683363,18154.68527855235,9748.2071911017,4.852983895301861,5.7273270321730365,8.717837813595509,9787.044591514921,9746.107650486045
172.40677,86.66215,3764527.0,3.460788E7,81.14620254336114,60.7258686319401,4.543690883379895,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,7.2567423E10,1.76033421E9,6.4223807E14,1.87096426E14,1205.5225,77.58037873971716,67.4680576073888,54.483894072626754,51.021266731084324,67.23120054755509,98.19457984574638,6.239352740070899,8.895246313481039,11.491455211657012,10.683544632924168,18.314439731915627,43.30023984145737
172.40677,101.604126,3615906.0,3.460788E7,78.73064667262952,60.7258686319401,1.790313873978448,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,6.1156352E10,3.50538394E9,6.4223807E14,1.87096426E14,1205.5225,71.88763074128747,61.8234057185191,52.33238917780636,65.55750883667861,92.01632666813475,133.63159959316636,3.28934939537794,3.405555891513359,4.267697038772894,65.14473918425574,131.236259083631,219.19252094069452
172.40677,106.19002,5424716.0,3.460788E7,78.59514266962651,60.7258686319401,3.271030404692283,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,6.6944291E10,3.97841792E9,6.4223807E14,1.87096426E14,1205.5225,71.74879747571777,61.906209372108606,52.11492447083674,60.1907566973714,82.31789357875186,118.27187034038889,4.9922750224068295,3.1092283960933855,4.2547592756054655,13.16719026006831,19.41370510876004,51.64189088328931
172.40677,98.22775,7352751.5,3.460788E7,77.7760443232437,60.7258686319401,1.8017747072044585,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,8.1011802E10,3.46521574E9,6.4223807E14,1.87096426E14,1205.5225,70.97637577680962,60.982006392559015,51.61474118737624,65.29743990197312,92.07347562040468,134.0953635992637,0.8717866716215212,7.139828951825621,18.66644367702611,45.90605518182565,29.04127207545389,38.78348482068759
172.40677,86.89394,5454711.0,3.460788E7,76.88428269689393,60.7258686319401,1.4774208532944613,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,4.1262117E10,1.95067059E9,6.4223807E14,1.87096426E14,1205.5225,70.09382144914798,60.18853898713223,50.63939411764386,61.761908645625226,86.41867158444165,125.68802205410702,3.4081382440526795,3.6672949922649423,4.205397555477248,14.900205689962604,34.66324798869027,71.56041017898315
172.40677,64.95832,0.0,3.460788E7,68.31354986521183,60.7258686319401,1.029282674226124,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,1.30980076E10,1.51468352E9,6.4223807E14,1.87096426E14,1205.5225,62.15676810482637,52.911172771776364,43.6609529182324,52.432996621228085,75.01211704537218,111.78459635737181,1.3077544440457132,2.123670886910986,4.8177186075809,51.62348360873875,80.3235739518168,95.05750923311643
172.40677,103.646965,1.088694E7,3.460788E7,66.95320559754327,60.7258686319401,0.36155697687354404,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,7.7521592E10,3.83582413E9,6.4223807E14,1.87096426E14,1205.5225,60.91528723966712,51.688882514384204,42.597249832856505,53.0103664905364,76.96757788574996,115.58774059556981,6.731836903101794,13.922597719971236,19.96030409481682,26.386784059301135,48.612727507123054,49.93946461019004
172.40677,88.60426,5486826.0,3.460788E7,66.67613952351167,60.7258686319401,4.072821162961191,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,8.4986774E10,2.08166131E9,6.4223807E14,1.87096426E14,1205.5225,63.54000346837802,54.495012386011695,43.22934795355923,44.32155800142209,63.24934730486075,97.52021637613598,6.960661264271039,8.12367354008893,7.880889460400795,1.3525115705706412,5.180420325374143,10.045927219707664
172.40677,67.0549,0.0,3.460788E7,66.57184262934607,60.7258686319401,0.6650900745044055,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,1.14013747E10,3.22219725E9,6.4223807E14,1.87096426E14,1205.5225,61.02394202802043,51.79631490547854,42.525516479931866,53.36386061484882,78.08857468437873,118.06254495553094,2.5665956051852845,5.838375299557811,7.6785746627138,46.727639899258065,52.611088860521704,103.79776157542437
166.03748,102.30151,5435960.0,8924204.0,65.76470023969978,2.922615670151572,60.22669751188732,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.39791065E11,1.07333853E11,1.90533581E9,6.4223807E14,1.87096426E14,1205.5225,68.33661059810493,73.63816994553144,81.5639357966802,121.44744033896222,167.2755280740248,235.47471689160102,46.87578091990508,35.81718003999504,34.26839513175946,39.90148679792128,43.31882644619327,43.06310495129674
172.40677,90.067665,0.0,3.460788E7,65.5084005073586,60.7258686319401,0.12202786430498236,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,7.4361001E9,3.78340813E9,6.4223807E14,1.87096426E14,1205.5225,60.16710309800783,51.02302185425742,41.335772677085515,48.42838105588817,70.27711216859552,106.67944769481346,0.8026244599313941,3.9887688814342255,11.749102096786373,36.37833302928266,71.0883887107957,108.53052455112993
188.17317,86.66215,3764527.0,2.660457E7,65.2817988794859,46.54497365071529,4.543690883379895,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.09057794E11,7.2567423E10,1.76033421E9,6.4223807E14,1.87096426E14,1205.5225,71.05148994122283,68.62085443126853,66.59521572079393,107.42144389211262,161.4792438886443,240.1103702728151,6.239352740070899,8.895246313481039,11.491455211657012,10.683544632924168,18.314439731915627,43.30023984145737
172.40677,61.744106,0.0,3.460788E7,65.17813403707987,60.7258686319401,1.90804850447239,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,9.8016911E9,1.38031501E9,6.4223807E14,1.87096426E14,1205.5225,61.02977578503578,51.96222711382234,41.65440184955605,47.27198255127951,68.9125698801954,105.91045424834101,1.5736110086436383,1.6684421500722237,3.7921977295809484,51.973556833778275,56.220853250855725,69.81483601164655
188.17317,106.19002,5424716.0,2.660457E7,64.5404469170544,46.54497365071529,3.271030404692283,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.09057794E11,6.6944291E10,3.97841792E9,6.4223807E14,1.87096426E14,1205.5225,71.45169939630796,71.1121763235169,67.93481234618594,89.19673588905516,126.6580380200403,188.47321672110502,4.9922750224068295,3.1092283960933855,4.2547592756054655,13.16719026006831,19.41370510876004,51.64189088328931
172.40677,77.3,0.0,3.460788E7,64.07964502106188,60.7258686319401,0.534741049472359,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,1.88277801E10,3.05627008E9,6.4223807E14,1.87096426E14,1205.5225,57.88793693748539,48.896883412359784,40.45929013521618,53.27254802982861,78.71347035985036,119.00989063389079,1.6225026959473325,3.665861913283152,6.163223601528443,33.26248392027628,49.669335300382954,153.02317375789062
172.40677,85.94079,0.0,3.460788E7,63.6785973739934,60.7258686319401,0.07801240688786493,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,7.0192133E9,3.16988826E9,6.4223807E14,1.87096426E14,1205.5225,58.45861452935878,49.43488023804184,39.975834524398124,48.175078352331184,70.86270516057357,108.37562556369903,1.5424205551280465,4.9753327163052745,10.435759162257455,32.88210472712308,54.29527650445016,101.42711610425977
172.40677,98.32264,3616792.8,3.460788E7,62.84994185452888,60.7258686319401,5.19596120661663,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,7.245108E10,2.67861939E9,6.4223807E14,1.87096426E14,1205.5225,60.50590677731907,51.936705432985946,39.944928088240886,32.48899224244815,44.79903650565484,70.9567651007028,6.848513435121276,9.048182725236984,12.991199636948295,43.60953587462427,78.51543058916286,135.9511211944664
166.03748,101.46249,1829614.2,8924204.0,62.42870952482917,2.922615670151572,57.90876511775423,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,5.39791065E11,1.46414584E11,2.5051049E9,6.4223807E14,1.87096426E14,1205.5225,62.188751093828614,65.52109317318536,71.59272505775152,106.09979097104588,147.99872135803162,211.82023117423887,73.24449597063722,85.07460382971567,96.84011435625507,136.57400196917388,173.3875270728904,223.42061643643046
172.40677,61.922146,0.0,3.460788E7,61.99116623357986,60.7258686319401,0.050369685155601474,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,6.0884895E9,2.2893696E9,6.4223807E14,1.87096426E14,1205.5225,56.50747139811665,47.63802151817163,38.604550432829456,47.694083026701264,70.67173116316644,108.28548768910787,1.2743136129283812,3.060563527604245,11.205125453270739,35.48767822765876,52.76295153159663,123.37367349220222
172.40677,63.388103,0.0,3.460788E7,61.94405262782311,60.7258686319401,0.6253718295665749,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,6.3793403E9,1.00984678E9,6.4223807E14,1.87096426E14,1205.5225,56.86144139499174,48.067454234443176,38.48880789052146,43.58602615261043,63.67315308140769,97.84689249208259,0.9586890211794525,2.4566087155544665,5.243193915961456,45.47136197807049,48.48174837665283,149.6780594960328
172.40677,89.91025,0.0,3.460788E7,61.928801630740054,60.7258686319401,0.31804766570348875,2.220446E-16,2.220446E-16,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,0.10063854,0.18270987,0.27090108,0.6151898,1.0041217,1.7369658,7.6647098E11,9.7338255E9,2.9257623E9,6.4223807E14,1.87096426E14,1205.5225,57.1421644657903,48.254115046985135,38.679840031590174,46.07588489873524,68.34958805412407,105.59434103928743,2.4432822771632345,5.427033345073141,7.728561074636673,22.479387415820383,47.42975581823339,166.67616693806485
